TABLE_NAME                                                                                        COLUMN_NAME                                                                                       RDB$FIELD_POSITION    RDB$FIELD_TYPE    RDB$FIELD_SUB_TYPE    RDB$FIELD_LENGTH    
SALETEMPCONTENT                                                                                   LOCATIONID                                                                                                         1                 8                     0                   4    
SALETEMPCONTENT                                                                                   SALENUM                                                                                                            2                 8                     0                   4    
SALETEMPCONTENT                                                                                   SALEMATERIALCODE                                                                                                   3                 8                     0                   4    
SALETEMPCONTENT                                                                                   QTY                                                                                                                4                16                     1                   8    
SALETEMPCONTENT                                                                                   PRINTORDER                                                                                                         5                14                     0                   1    
SALETEMPCONTENT                                                                                   PRINTERNAME                                                                                                        6                37                     0                  20    
SALETEMPCONTENT                                                                                   PRINTCHECK                                                                                                         7                14                     0                   1    
SALETEMPCONTENT                                                                                   NOTE                                                                                                               8                37                     0                 250    
SALETEMPCONTENT                                                                                   SALEPRICE                                                                                                          9                16                     1                   8    
SALETEMPCONTENT                                                                                   MRROWNO                                                                                                           10                 8                     0                   4    
SALETEMPCONTENT                                                                                   ORDERSTAGE                                                                                                        11                37                     0                  20    
SALETEMPCONTENT                                                                                   DISCOUNTPERCENTAGE                                                                                                12                 8                     1                   4    
SALETEMPCONTENT                                                                                   DISCOUNTTYPE                                                                                                      13                 7                     0                   2    
SALETEMPCONTENT                                                                                   POS                                                                                                               14                37                     0                  10    
SALETEMPCONTENT                                                                                   BARCODE                                                                                                           15                37                     0                  40    
SALETEMPCONTENT                                                                                   DYNAMICCONTENT                                                                                                    16                14                     0                   1    
SALETEMPCONTENT                                                                                   BATCH                                                                                                             17                37                     0                  20    
SALETEMPCONTENT                                                                                   WARRANTY                                                                                                          18                 8                     1                   4    
SALETEMPCONTENT                                                                                   SERIALNUM                                                                                                         19                37                     0                  40    
SALETEMPCONTENT                                                                                   PACKAGEDISCOUNTNUM                                                                                                20                 8                     0                   4    
SALETEMPCONTENT                                                                                   PRINTCHECKDATE                                                                                                    21                35                     0                   8    
SALETEMPCONTENT                                                                                   ORDERNUM                                                                                                          22                 8                     0                   4    
SALETEMPCONTENT                                                                                   CHECKNUM                                                                                                          23                 8                     0                   4    
SALETEMPCONTENT                                                                                   PLACENUM                                                                                                          24                 7                     0                   2    
SALETEMPCONTENT                                                                                   QTYPROMOTION                                                                                                      25                14                     0                   1    
SALETEMPCONTENT                                                                                   SENDTOGEOVISION                                                                                                   26                14                     0                   1    
SALETEMPCONTENT                                                                                   PRINTLABEL                                                                                                        27                14                     0                   1    
SALETEMPCONTENT                                                                                   BESTBEFORE                                                                                                        28                12                     0                   4    
SALETEMPCONTENT                                                                                   B_DISCOUNTPRICE                                                                                                   29                16                     1                   8    
SALETEMPCONTENT                                                                                   PROMOTIONPRICE                                                                                                    30                14                     0                   1    
SALETEMPCONTENT                                                                                   PROMOTIONBARCODE                                                                                                  31                37                     0                  15    
SALETEMPCONTENT                                                                                   COUNTRYORIGIN                                                                                                     32                37                     0                  50    
SALETEMPCONTENT                                                                                   MATERIALATTRUBUTE1NAME                                                                                            33                37                     0                  25    
SALETEMPCONTENT                                                                                   MATERIALATTRUBUTE2NAME                                                                                            34                37                     0                  25    
SALETEMPCONTENT                                                                                   MATERIALATTRUBUTE3NAME                                                                                            35                37                     0                  25    
SALETEMPCONTENT                                                                                   MATERIALATTRUBUTE4NAME                                                                                            36                37                     0                  25    
SALETEMPCONTENT                                                                                   MATERIALATTRUBUTE5NAME                                                                                            37                37                     0                  25    
SALETEMPCONTENT                                                                                   INSERTUSER                                                                                                        38                37                     0                  50    
SALETEMPCONTENT                                                                                   WEIGHTMATERIAL                                                                                                    39                14                     0                   1    
SALETEMPCONTENT                                                                                   WEIGHT                                                                                                            40                16                     1                   8    
SALETEMPCONTENT                                                                                   PRINTORDER1                                                                                                       41                14                     0                   1    
SALETEMPCONTENT                                                                                   PRINTER1NAME                                                                                                      42                37                     0                  20    
SALETEMPCONTENT                                                                                   EARNESTVALUEID                                                                                                    43                 8                     0                   4    
SALETEMPCONTENT                                                                                   EARNESTVALUESUM                                                                                                   44                16                     1                   8    
SALETEMPCONTENT                                                                                   PRICELISTBEFOREQTYPROMOTION                                                                                       45                16                     1                   8    
SALETEMPCONTENT                                                                                   DELIVERY                                                                                                          46                14                     0                   1    
SALETEMPCONTENT                                                                                   STORAGEID                                                                                                         47                16                     1                   8    
SALETEMPCONTENT                                                                                   SUPPLYSTATUS                                                                                                      48                14                     0                   1    
SALETEMPCONTENT                                                                                   RESERVATIONNOTE                                                                                                   49                37                     0                  50    
SALETEMPCONTENT                                                                                   ORDERHOUR                                                                                                         50                13                     0                   4    
SALE_ATTACHED_DOC                                                                                 LOCATIONNAMEID                                                                                                     0                 8                     0                   4    
SALE_ATTACHED_DOC                                                                                 SALENUM                                                                                                            1                 8                     0                   4    
SALE_ATTACHED_DOC                                                                                 SALELOCATIONID                                                                                                     2                 8                     0                   4    
SALE_ATTACHED_DOC                                                                                 SALEDBTYPE                                                                                                         3                 7                     0                   2    
SALE_ATTACHED_DOC                                                                                 DOCNUM                                                                                                             4                16                     1                   8    
SALE_ATTACHED_DOC                                                                                 DOCLOCATIONID                                                                                                      5                 8                     0                   4    
SALE_ATTACHED_DOC                                                                                 DOCDBTYPE                                                                                                          6                 7                     0                   2    
SALE_ATTACHED_DOC                                                                                 DOCUMENTTYPEID                                                                                                     7                 8                     0                   4    
SALE_ATTACHED_DOC                                                                                 OPERATIONTYPE                                                                                                      8                 7                     0                   2    
SALE_ATTACHED_DOC                                                                                 USERID                                                                                                             9                 8                     0                   4    
SCALE                                                                                             ID                                                                                                                 0                16                     1                   8    
SCALE                                                                                             LOCATIONID                                                                                                         1                 8                     0                   4    
SCALE                                                                                             SCALENUM                                                                                                           2                16                     1                   8    
SCALE                                                                                             SALEMATERIALCODE                                                                                                   3                 8                     0                   4    
SCALE                                                                                             BARCODE                                                                                                            4                37                     0                  40    
SCALE                                                                                             SAVETOSCALE                                                                                                        5                14                     0                   1    
SCALE                                                                                             STATUS                                                                                                             6                14                     0                   1    
SCALE                                                                                             PLU                                                                                                                7                 8                     0                   4    
SCALE                                                                                             DATESTATUSUPDATE                                                                                                   8                35                     0                   8    
SCALE                                                                                             BARCODENUM                                                                                                         9                 8                     0                   4    
SCALE                                                                                             LABELNUM                                                                                                          10                 8                     0                   4    
SCALE                                                                                             EXPIRATIONDATETYPE                                                                                                11                 7                     0                   2    
SCALENAME                                                                                         ID                                                                                                                 0                16                     1                   8    
SCALENAME                                                                                         LOCATIONID                                                                                                         1                 8                     0                   4    
SCALENAME                                                                                         NAME                                                                                                               2                37                     0                  20    
SCALENAME                                                                                         SCALENUM                                                                                                           3                 7                     0                   2    
SCALENAME                                                                                         MAXPLU                                                                                                             4                 8                     0                   4    
SCALENAME                                                                                         ATTACHTOSCALE                                                                                                      5                37                     0                  20    
SCALENAME                                                                                         SCALETYPE                                                                                                          6                 8                     0                   4    
SCALENAME                                                                                         EXTENDEDINFO                                                                                                       7                14                     0                   1    
SCALENAME                                                                                         AUTOMATICTRANSFER                                                                                                  8                14                     0                   1    
SCALENAME                                                                                         CODEPAGE                                                                                                           9                37                     0                  20    
SECURITYROLE                                                                                      ID                                                                                                                 0                16                     1                   8    
SECURITYROLE                                                                                      LOCATIONID                                                                                                         1                 8                     0                   4    
SECURITYROLE                                                                                      NAME                                                                                                               2                37                     0                  50    
SECURITYROLE                                                                                      CODE                                                                                                               3                37                     0                  10    
SECURITYROLE                                                                                      BLOCKED                                                                                                            4                14                     0                   1    
SECURITYROLE                                                                                      DATECREATED                                                                                                        5                35                     0                   8    
SECURITYROLE                                                                                      DATELASTCHANGE                                                                                                     6                35                     0                   8    
SECURITYROLE                                                                                      DATELASTBLOCKED                                                                                                    7                12                     0                   4    
SECURITYROLE                                                                                      CODEUSERCREATED                                                                                                    8                37                     0                  10    
SERIALNUM                                                                                         ID                                                                                                                 0                 8                     0                   4    
SERIALNUM                                                                                         LOCATIONID                                                                                                         1                 8                     0                   4    
SERIALNUM                                                                                         SALEMATERIALCODE                                                                                                   2                 8                     0                   4    
SERIALNUM                                                                                         SERIALNUM                                                                                                          3                37                     0                  40    
SERIALNUMVALUE                                                                                    ID                                                                                                                 0                 8                     0                   4    
SERIALNUMVALUE                                                                                    SERIALNUM                                                                                                          1                37                     0                  40    
SERVICECONTRACTTYPE                                                                               ID                                                                                                                 0                 8                     0                   4    
SERVICECONTRACTTYPE                                                                               LOCATIONID                                                                                                         1                 8                     0                   4    
SERVICECONTRACTTYPE                                                                               CONTRACTNAME                                                                                                       2                37                     0                  30    
SERVICECONTRACTTYPE                                                                               DEFAULTPRICE                                                                                                       3                16                     1                   8    
SERVICECONTRACTTYPE                                                                               DEFAULTPERIOD                                                                                                      4                 7                     0                   2    
SERVICEDEVICESERIAL                                                                               ID                                                                                                                 0                 8                     0                   4    
SERVICEDEVICESERIAL                                                                               LOCATIONID                                                                                                         1                 8                     0                   4    
SERVICEDEVICESERIAL                                                                               DEVICETYPEID                                                                                                       2                 8                     0                   4    
SERVICEDEVICESERIAL                                                                               SERIALNUM                                                                                                          3                37                     0                  30    
SERVICEDEVICETYPE                                                                                 ID                                                                                                                 0                 8                     0                   4    
SERVICEDEVICETYPE                                                                                 LOCATIONID                                                                                                         1                 8                     0                   4    
SERVICEDEVICETYPE                                                                                 PRODUCERID                                                                                                         2                16                     1                   8    
SERVICEDEVICETYPE                                                                                 MODEL                                                                                                              3                37                     0                  40    
SERVINGPLACE                                                                                      ID                                                                                                                 0                 8                     0                   4    
SERVINGPLACE                                                                                      LOCATIONID                                                                                                         1                 8                     0                   4    
SERVINGPLACE                                                                                      NUM                                                                                                                2                 8                     0                   4    
SERVINGPLACE                                                                                      CAPACITY                                                                                                           3                 8                     0                   4    
SERVINGPLACE                                                                                      PRICELISTID                                                                                                        4                16                     1                   8    
SERVINGPLACE                                                                                      DESCRIPTION                                                                                                        5                37                     0                  25    
SERVINGPLACE                                                                                      PTYPE                                                                                                              6                 7                     0                   2    
SERVINGPLACE                                                                                      PARENTNUM                                                                                                          7                 8                     0                   4    
SERVINGPLACE                                                                                      STATUS                                                                                                             8                 7                     0                   2    
SERVINGPLACE                                                                                      RESAVAILABLE                                                                                                       9                14                     0                   1    
SERVINGPLACE                                                                                      RESBLOCKED                                                                                                        10                14                     0                   1    
SERVINGPLACE                                                                                      RESTYPICALTIME                                                                                                    11                 8                     0                   4    
SERVINGPLACE                                                                                      PICTUREID                                                                                                         12                 8                     0                   4    
SERVINGPLACE                                                                                      SIZEPERCENTAGE                                                                                                    13                10                     0                   4    
SERVINGPLACE                                                                                      COORDINATEX                                                                                                       14                10                     0                   4    
SERVINGPLACE                                                                                      COORDINATEY                                                                                                       15                10                     0                   4    
SERVINGPLACE                                                                                      HEIGHT                                                                                                            16                 8                     0                   4    
SERVINGPLACE                                                                                      WIDTH                                                                                                             17                 8                     0                   4    
SERVINGPLACE                                                                                      FONTNAME                                                                                                          18                37                     0                  50    
SERVINGPLACE                                                                                      FONTSIZE                                                                                                          19                 8                     0                   4    
SERVINGPLACE                                                                                      FONTCOLOR                                                                                                         20                 8                     0                   4    
SERVINGPLACE                                                                                      MARKERPOSITION                                                                                                    21                37                     0                   2    
SERVINGPLACE                                                                                      LABELPOSITION                                                                                                     22                37                     0                   2    
SERVINGPLACEPERMISSION                                                                            ID                                                                                                                 0                 8                     0                   4    
SERVINGPLACEPERMISSION                                                                            LOCATIONID                                                                                                         1                 8                     0                   4    
SERVINGPLACEPERMISSION                                                                            USERID                                                                                                             2                 8                     0                   4    
SERVINGPLACEPERMISSION                                                                            SERVINGPLACEID                                                                                                     3                 8                     0                   4    
SETTINGALIAS                                                                                      ID                                                                                                                 0                 8                     0                   4    
SETTINGALIAS                                                                                      APPTYPE                                                                                                            1                 7                     0                   2    
SETTINGALIAS                                                                                      ALIASNAME                                                                                                          2                37                     0                  20    
SETTINGS                                                                                          STORAGESNAPSHOT                                                                                                    0                14                     0                   1    
SETTINGS                                                                                          STORAGESNAPSHOTSTARTDATE                                                                                           1                35                     0                   8    
SETTINGS                                                                                          STORAGESNAPSHOTENDDATE                                                                                             2                35                     0                   8    
SETTINGS                                                                                          ACTIVEPRICELIST                                                                                                    3                16                     1                   8    
SETTINGS                                                                                          PRINTCHECKCOUNTER                                                                                                  4                 8                     0                   4    
SETTINGS                                                                                          CHECKSTARTCOUNTERDAILY                                                                                             5                35                     0                   8    
SETTINGS                                                                                          MATERIALLOG                                                                                                        6                14                     0                   1    
SETTINGS                                                                                          GROUPSALEONLINE                                                                                                    7                14                     0                   1    
SETTINGS                                                                                          COMPANYNAMEDONGLE                                                                                                  8                37                     0                  50    
SETTINGS                                                                                          COMPANYTAXNUM                                                                                                      9                37                     0                  14    
SETTINGS                                                                                          UPDATEMATERIALNAME                                                                                                10                14                     0                   1    
SETTINGS                                                                                          DEFAULTSCALE                                                                                                      11                37                     0                  20    
SETTINGS                                                                                          DBPASS                                                                                                            12                37                     0                  31    
SETTINGS                                                                                          SAVEORDER                                                                                                         13                14                     0                   1    
SETTINGS                                                                                          SPLOCK                                                                                                            14                 8                     0                   4    
SETTINGS                                                                                          SAVEREPORTDATA                                                                                                    15                14                     0                   1    
SETTINGS                                                                                          SYNCHRODATASAVE                                                                                                   16                14                     0                   1    
SETTINGS                                                                                          MONEYFLOWUNITCALCULATION                                                                                          17                14                     0                   1    
SOLDRECIPEINGREDIENTS                                                                             ID                                                                                                                 0                16                     1                   8    
SOLDRECIPEINGREDIENTS                                                                             LOCATIONNAMEID                                                                                                     1                 8                     0                   4    
SOLDRECIPEINGREDIENTS                                                                             SALENUM                                                                                                            2                 8                     0                   4    
SOLDRECIPEINGREDIENTS                                                                             SALEDATE                                                                                                           3                35                     0                   8    
